provider_id,first_name,last_name,specialty,npi,hospital,years_experience,board_certified,accepting_patients,phone,email,state
PRV0333,Amanda ,martinez,Gastroenterology,930685389,Metro University Hospital,33,True,False,4977283215,hendersonnicholas@example.com,DE
PRV0033,James,Greene,Nephrology,2146584044,Valley Medical Center,26,FALSE,1,001-897-927-8755,molly39@example.com,IN
PRV0032,Nicole,Washington,OB/GYN,932480861,Greenfield Memorial,28,No,False,817.912.7484,jsanchez@example.org,MS
PRV0233,Elizabeth,Spence,Hematology,2578284106,Riverside General Hospital,24,True,True,427.952.0885x4749,hannah70@example.org,TX
PRV0236,Carl,Choi,OB/GYN,61064628,Summit Health System,10,True,TRUE,001-923-526-4870x49478,moodyeric@example.com,SC
PRV0375,Steven,Martinez,Hematology,2967188397,Summit Health System,27,True,Y,+1-374-357-3144x15833,abrown@example.net,Illinois
PRV0398,Troy,Moss,Gastroenterology,5374584384,St. Mary's Medical Center,22,1,True,588-610-5697x41328,davidhardy@example.org,AZ
PRV0409,Brianna,Duffy,Emergency Medicine,1347509889,Riverside General Hospital,8,True,TRUE,---,justin14@example.com,NM
PRV0188,Rebecca,Rose,Rheumatology,4204394070,Valley Medical Center,1,False,True,864-351-0463,,HI
PRV0174,FRANK,Mclaughlin,Neurology,6634163894,Greenfield Memorial,25,TRUE,0,684-963-1224x1797,malikhernandez@example.net,AK
PRV0419,John,Thomas,Radiology,9789307464,Northside Regional Medical,6,True,True,001-952-705-9960x4387,marcfletcher@example.net,OH
PRV0390,Michael,Ball,Dermatology,5724461767,Pacific Coast Medical Center,13,True,True,+1-829-388-4259x959,johnsonjessica@example.org,CT
PRV0494,patrick, Holmes,Dermatology,2703692492,Greenfield Memorial,26,True,False,+1-269-332-6573x2759,milleralan@example.org,MA
PRV0304,Patrick,Hopkins,Cardiology,9160324841,Oakwood Hospital,24,True,True,001-937-468-1511x856,jared07@example.org,CA
PRV0039,Danielle,Watson,Hematology,3709859317,Summit Health System,7,True,True,---,vwatson@example.net,ND
PRV0266,Christopher,Mcdowell,Rheumatology,4597794523,Pacific Coast Medical Center,3,True,False,(819)341-6800,jacksonthomas@example.net,MO
PRV0482,Nicholas,Jones,Dermatology,2397283512,Riverside General Hospital,24,1,True,+1-359-627-2827x090,daniel29@example.net,GA
PRV0015,Sydney,Baker,Neurology,,Metro University Hospital,4,True,Y,001-734-806-0883,rushsamantha@example.net,MD
PRV0095,Lauren,Soto,Psychiatry,2660937966,Pacific Coast Medical Center,33,True,N,7337419182,stephenbaker@example.com,NC
PRV0017,Laura,Moyer,Psychiatry,2148951343,Summit Health System,32,True,N,820.503.7917,psnyder@example.org,SD
PRV0392,Johnny,Kim,Family Medicine,4332683190,Lakeside Community Hospital,27,N,True,+1-913-502-0569x8152,ashleywells@example.com,MI
PRV0342,Samuel,Hicks,Oncology,8669432029,Summit Health System,18,True,True,590.687.8844,andrea23@example.org,ND
PRV0218,Peggy,Hernandez,Oncology,64256908,Lakeside Community Hospital,9,True,N,001-777-766-1830x671,richard15@example.net,PR
PRV0290,kimberly,Harvey,Oncology,1791100651,St. Mary's Medical Center,31,False,True,(207)204-9611,melissa61@example.net,WV
PRV0414,Heidi,Bush,Rheumatology,7796304483,Valley Medical Center,2,Y,False,(908)554-5667x66404,daisy04@example.com,MT
PRV0295,Marie,Taylor,Emergency Medicine,1534735528,Summit Health System,2,True,True,+1-861-512-2338x655,hinesbrenda@example.net,LA
PRV0079,Michael,Hill,Nephrology,1069033119,Valley Medical Center,3,True,True,5792030673,williamroberts@example.net,OK
PRV0092,James,Osborn,Internal Medicine,2807374167,Riverside General Hospital,28,True,False,(943)842-6617,ystephens@example.com,UT
PRV0388,Kevin,Webb,Endocrinology,2384979162,Northside Regional Medical,22,True,True,not provided,elizabeth66@example.net,AS
PRV0184,Ashley,Robinson,family medicine,1572791940,Metro University Hospital,4,True,True,001-896-210-5566x1390,alice58@example.net,FL
PRV0450,David,Gonzalez,family medicine,7790833506,Oakwood Hospital,3,True,True,+1-515-581-4888x1079,laura23@example.org,UT
PRV0381,Michael,Gardner,Dermatology,7457054589,Metro University Hospital,31,Y,0,814.780.2632x5703,julielee@example.com,SC
PRV0324,David,Goodwin,Emergency Medicine,9047292774,Metro University Hospital,25,False,True,(833)830-5912,saradavis@example.com,HI
PRV0268,Christopher,Carrillo,Family Medicine,2760122777,Pacific Coast Medical Center,13,True,True,,mccoyjennifer@example.com,PR
PRV0191,CARLOS,PATEL,Radiology,1252056647,Pacific Coast Medical Center,7,Y,1,001-542-531-2209x9499,gracehoward@example.net,WI
PRV0159,Timothy,Mack,Radiology,5991624731,Oakwood Hospital,3,1,True,898-564-3009x8180,robert12@example.com,SD
PRV0110,Rachel,Hodges,Oncology,3206038505,Riverside General Hospital,31,True,True,2644138367,christopher38@example.com,UT
PRV0365,Joyce,Stewart,OB/GYN,2963863960,Northside Regional Medical,33,Y,TRUE,001-862-562-6582,mckinneydavid@example.org,SC
PRV0357,Charles,Page,Obstetrics,7474721970,Pacific Coast Medical Center,16,Yes,True,(346)869-2758x955,N/A,RI
PRV0136,Amy,Lozano,Orthopedics,7530011972,Summit Health System,24,Yes,True,981-214-3744,limorgan@example.com,MN
PRV0246,Lisa,Fernandez,Rheumatology,61675677,Northside Regional Medical,18,TRUE,True,6028842762,kgallagher@example.net,NM
PRV0370,Suzanne,Garcia,Internal Medicine,9423767694,Metro University Hospital,22,True,FALSE,691-896-6395x51720,not provided,AK
PRV0275,Sean,Harris,Pulmonology,8997563410,Metro University Hospital,6,True,True,+1-656-728-8431,andrewzamora@example.net,OR
PRV0148,Jennifer,Johnson,Rheumatology,8588770435,Riverside General Hospital,15,False,False,,andrewlove@example.org,CO
PRV0468,Tami,Martinez,Cardiology,,Oakwood Hospital,23,True,True,(481)282-6832x30358,amber82@example.com,GA
PRV0106,Jennifer,Wang,Pulmonology,,Greenfield Memorial,35,1,True,not provided,brianmiller@example.com,DE
PRV0295,Marie,Taylor,Emergency Medicine,1534735528,Summit Health System,2,True,True,+1-861-512-2338x655,hinesbrenda@example.net,LA
PRV0325,Sierra,Wilson,Pulmonology,8596263013X,Pacific Coast Medical Center,24,True,False,(374)392-6176x4750,martinezdarlene@example.net,IN
PRV0259,Gloria,Reeves,Neurology,6941180053,Metro University Hospital,11,True,1,459.290.0489x6465,jorgegordon@example.com,FM
PRV0288,Alexandra,Casey,Rheumatology,3089487060,Pacific Coast Medical Center,19,True,True,,adam35@example.org,FM
PRV0150,Lynn,Johnson,Oncology,2832684245,Lakeside Community Hospital,5,1,N,8883210099,jason53@example.com,MH
PRV0180,Daniel,Lee,Cardiology,967899405,Metro University Hospital,35,True,True,791.803.7170,laura09@example.com,NC
PRV0362,Shannon,Montes,Radiology,1033682963,Oakwood Hospital,29,True,True,(933)990-5504x481,wjenkins@example.net,NE
PRV0165,Thomas,Gomez,Neurology,9423733343,Lakeside Community Hospital,20,True,True,933.295.2111,charlesnathan@example.com,NM
PRV0111,Paula,Ellis,Emergency Medicine,1918261990,Summit Health System,5,True,1,(423)344-5655x74313,danielcole@example.com,MT
PRV0389,Daniel,Butler,Pulmonology,62047196,St. Mary's Medical Center,11,True,False,509-770-5277x4025,lpalmer@example.net,Florida
PRV0465,Robert,JONES,Internal Medicine,7768729047,Summit Health System,10,True,False,542.458.5917x7932,jeremiahmiller@example.org,VT
PRV0257,Stacy,Leblanc,Cardiology,9317342069,Northside Regional Medical,7,True,True,---,jamesatkins@example.com,LA
PRV0315,Renee,Liu,Gastroenterology,2644886946,Pacific Coast Medical Center,32,1,0,001-311-395-2436x40270,pwarren@example.com,VA
PRV0006,Natasha,Decker,Psychiatry,,Riverside General Hospital,6,True,True,001-822-778-2489x63834,clam@example.org,IA
PRV0463,Yvonne,Miller,Neurology,6704502329,Summit Health System,31,True,No,5286227009,christina26@example.org,HI
PRV0145,Kristen,Lindsey,Nephrology,4066658004,Summit Health System,17,True,True,597.635.9893,rthompson@example.org,HI
PRV0104,Jeff,Mosley,Neurology,2196565234,Pacific Coast Medical Center,15,True,TRUE,+1-513-889-9940x4389,debbie37@example.com,DE
PRV0211,Tiffany,Carroll,Emergency,5197128478,Summit Health System,29,True,Yes,689-213-7189,amanda07@example.com,NY
PRV0386,John,Hunt,Oncology,2989406260,Lakeside Community Hospital,7,True,True,987.701.0415x914,martinezbrenda@example.net,WA
PRV0447,Sara ,Soto,Neurology,7611249125,Pacific Coast Medical Center,22,True,N,(752)637-3415x17734,crivera@example.net,KS
PRV0490,Jeffrey,Burton,Gastroenterology,5707139848,Oakwood Hospital,2,False,Y,N/A,mitchell21@example.net,IN
PRV0042,Robert,Wilson,Endocrinology,1775891783,Summit Health System,13,True,True,+1-908-347-0076x617,N/A,KY
PRV0363,Alexandra,Hubbard,Endocrinology,1276528928,Lakeside Community Hospital,7,True,0,(964)364-9111x10961,zgordon@example.org,TN
PRV0138,Robert,Garza,Pulmonology,9729659027,Pacific Coast Medical Center,7,False,True,716.370.1450x8993,pstanley@example.com,MI
PRV0378,Patrick,Reilly,Psychiatry,3436294897,Oakwood Hospital,23,True,False,361.603.1310x09431,nicolelyons@example.com,MO
PRV0255, Christopher,Carson,Hematology,3432756041,Valley Medical Center,8,True,False,001-777-965-6124x81569,,SC
PRV0147,abigail,Hartman,Dermatology,2688615335,Valley Medical Center,3,True,False,554-239-8780x15739,patrick16@example.com,ND
PRV0126,Brandon ,Alvarez,Nephrology,4505444713,Metro University Hospital,17,True,FALSE,(947)554-6913,wfigueroa@example.net,VI
PRV0087,Dominique,White,Dermatology,5039261429,Lakeside Community Hospital,6,True,True,796.285.6218,kimmary@example.com,PA
PRV0469,craig,Martin,Cardiology,9328963406,Metro University Hospital,26,N,1,668-567-7524x0148,brownrobert@example.org,NJ
PRV0031,Keith,Landry,Pulmonology,8071545168X,Lakeside Community Hospital,31,False,True,9879603859,harrisandrea@example.com,NV
PRV0432,Carolyn,Olson,Radiology,6403816649X,Oakwood Hospital,21,1,True,(790)228-2498x3922,parkerkatie@example.com,NH
PRV0066,John,Davis,Pulmonology,4696325953,Oakwood Hospital,3,True,True,001-527-787-7470x16873,williamstroy@example.net,TX
PRV0204,Sherry,Brock,Endocrinology,9321495870,Summit Health System,31,1,False,(807)401-6016,tjensen@example.com,GU
PRV0206,George,Tate,Rheumatology,,Valley Medical Center,27,True,True,387-769-6393x8276,lisagarza@example.com,OK
PRV0045,Jeffrey,Rodriguez,Internal Medicine,8514936899,Riverside General Hospital,16,True,True,+1-880-394-0244x55022,N/A,WA
PRV0028,Ashley,Brown,Dermatology,1334123281,St. Mary's Medical Center,8,False,False,(606)679-7403,ojones@example.com,WY
PRV0081,Amanda,Allen,Psychiatry,3427086688,Greenfield Memorial,21,True,TRUE,(363)543-5175,---,AZ
PRV0438,Amanda,Martinez,Family Medicine,2764579389,Riverside General Hospital,13,True,1,701.655.0291x681,lmorales@example.net,KS
PRV0114,Brad,Murray,Nephrology,2966706625,Pacific Coast Medical Center,17,True,True,524.647.2099,jjenkins@example.com,AR
PRV0205,James,Chang,Psychiatry,8179217174,Greenfield Memorial,15,True,True,+1-977-233-2945x62557,alvarezmichael@example.com,PR
PRV0412,Alan,Taylor,Dermatology,6334727274,Riverside General Hospital,33,True,TRUE,(531)483-0617,barnesjose@example.com,SC
PRV0009,Denise,Fernandez,ED,132677360,Greenfield Memorial,13,TRUE,True,(960)464-7468,kennethnovak@example.net,WA
PRV0074,Sheena,Rosales,Neurology,7431527420,St. Mary's Medical Center,13,True,1,001-354-493-2966x8516,thomasboyle@example.org,KS
PRV0401,Alexis,Marsh,Psychiatry,4138459609,Summit Health System,1,Yes,True,---,gonzalessteven@example.com,NJ
PRV0119,Michael,FLORES,Emergency Med,1570433154X,Riverside General Hospital,33,True,True,800-767-6267,egarcia@example.net,SD
PRV0207,Kristin,Stephens,Family Medicine,3219719975,Valley Medical Center,32,True,True,+1-817-724-6191,dnewman@example.org,il
